MJD,mag,mag_err
60471.97031300003,12.765,0.011
60471.97070599999,12.792,0.011
60472.970207999926,12.795,0.011
60472.97060200013,12.797,0.011
60473.96351899998,12.821,0.013
60473.96391199995,12.808,0.013
60474.47962999996,12.668,0.008
60474.963576000184,12.825,0.011
60474.963969999924,12.826,0.011
60475.963541999925,12.809,0.011
60475.96393499989,12.817,0.011
60476.970856000204,12.835,0.011
60476.971249999944,12.844,0.011
60477.970393999945,12.863,0.012
60477.97078699991,12.85,0.011
60478.46303000022,12.735,0.010
60478.97089099977,12.829,0.012
60478.97128499998,12.847,0.012
60479.50218999991,12.692,0.025
60481.45752000017,12.707,0.021
60481.969756999984,12.852,0.012
60481.97016200004,12.868,0.012
60482.96968800016,12.863,0.012
60482.970093000215,12.859,0.012
60483.97098399978,12.9,0.012
60483.97137700021,12.888,0.012
60485.970404999796,12.919,0.012
60485.970799,12.913,0.013
60486.97005800018,12.938,0.012
60486.97046299977,12.92,0.011
60487.97078699991,13.002,0.039
60487.97118100012,12.939,0.030
60488.01373999985,13.005,0.057
60488.97204900021,12.93,0.013
60488.97244200017,12.957,0.013
60489.97172500007,12.961,0.013
60489.972130000126,12.949,0.013
60490.02364999987,12.961,0.024
60490.97229199996,12.987,0.012
60490.97268499993,12.965,0.012
60491.97196799982,12.97,0.012
60491.97237299988,12.992,0.013
60492.97200200008,12.979,0.013
60492.97240700014,13.012,0.013
60493.48902000021,12.948,0.014
60493.96964100003,12.997,0.013
60493.97004600009,13.003,0.013
60494.969339999836,13.051,0.013
60494.96974499989,13.031,0.013
60495.96994200023,13.036,0.013
60495.97034699982,13.024,0.013
60496.96738399984,13.066,0.013
60496.96777800005,13.057,0.013
60497.9651899999,13.059,0.028
60497.967406999785,13.085,0.013
60497.96781300008,13.109,0.013
60498.96761600021,13.107,0.013
60498.968020999804,13.08,0.014
60499.96339099994,13.13,0.014
60499.963796,13.147,0.020
60500.9635999999,13.145,0.018
60500.96400499996,13.158,0.019
