MJD,mag,uncert
60307.16940000001,15.945,0.085
60317.17640000023,15.991,0.088
60329.07219999982,16.264,0.069
60335.94735000003,15.992,0.04
60337.23890000023,16.207,0.085
60348.147900000215,16.354,0.096
60353.11390000023,16.346,0.097
60354.99929999979,16.32,0.094
60356.2285000002,16.364,0.059
60356.98540000012,16.381,0.075
60362.09310000017,16.504,0.1080
60364.96225999994,16.299,0.094
60384.9160000002,16.683,0.095
60409.95830000006,17.268,0.06
