JD;mag;uncert;band;by;comCode;compStar1;compStar2;charts;comment;transformed;airmass;val;cmag;kmag;starName;obsAffil;mtype;adsRef;digitizer;credit;obsID;fainterThan;obsType;software;obsName;obsCountry
2460093.70819;11.054;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.903;SN 2023IXF;BAA-VSS;STD;;;;1299086548;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.70833;11.1;;Vis.;BJOD;BU;111;113;X28720ASZ;Zenith brightness = 18.67 mag/arcsec2;;;Z;;;SN 2023ixf;;;;;;1299082386;0;Visual;;Barentine, John;US
2460093.708855;11.104;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221070;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.708855;10.989;0.009;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220980;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.70899;11.060;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.924;SN 2023IXF;BAA-VSS;STD;;;;1299086549;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.70979;11.070;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.926;SN 2023IXF;BAA-VSS;STD;;;;1299086550;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71059;11.079;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.955;SN 2023IXF;BAA-VSS;STD;;;;1299086551;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71139;11.075;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.949;SN 2023IXF;BAA-VSS;STD;;;;1299086552;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71172;11.121;0.003;V;SJJB;;ENSEMBLE;103;X28721BAT;M101_SN 2023IXF_VPHOT_JJSANBORN|CMAGINS=-7.279|CREFMAG=12.480|ENSTYPE=1|KMAG=10.351|KMAGINS=-9.408|KREFERR=0.039|KREFMAG=10.277|VMAGINS=-8.638;0;1.057;Z;;10.351;SN 2023IXF;AAVSO;STD;;;;1299093151;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.71219;11.103;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.947;SN 2023IXF;BAA-VSS;STD;;;;1299086553;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.712282;11.111;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221071;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.712282;10.990;0.008;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220981;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.71299;11.096;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.941;SN 2023IXF;BAA-VSS;STD;;;;1299086554;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71379;11.078;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.924;SN 2023IXF;BAA-VSS;STD;;;;1299086555;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71416;10.964;0.003;R;SJJB;;ENSEMBLE;113;X28721BCB;M101_SN2023IXF_RPHOT_JJSANBORN|CMAGINS=-6.989|CREFMAG=12.216|ENSTYPE=1|KMAG=10.953|KMAGINS=-8.252|KREFERR=0.042|KREFMAG=10.886|VMAGINS=-8.240;0;1.057;Z;;10.953;SN 2023IXF;AAVSO;STD;;;;1299093174;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.71458;11.0;;Vis.;CANG;;10.3;11.6;X28722AD;8LX90;;;Z;;;SN 2023ixf;AAVSO;;;;;1299140984;0;Visual;;Corkill, Andrew;US
2460093.71459;11.124;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;12.018;SN 2023IXF;BAA-VSS;STD;;;;1299086556;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71539;11.089;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.951;SN 2023IXF;BAA-VSS;STD;;;;1299086557;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71620;11.105;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.971;SN 2023IXF;BAA-VSS;STD;;;;1299086558;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71699;11.098;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.069;Z;12.319;11.948;SN 2023IXF;BAA-VSS;STD;;;;1299086559;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.717573;11.102;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221072;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.717573;10.998;0.009;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220982;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.71779;11.069;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.883;SN 2023IXF;BAA-VSS;STD;;;;1299086560;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71859;11.116;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.978;SN 2023IXF;BAA-VSS;STD;;;;1299086561;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.71939;11.108;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.991;SN 2023IXF;BAA-VSS;STD;;;;1299086562;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72019;11.086;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.939;SN 2023IXF;BAA-VSS;STD;;;;1299086563;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72098;11.113;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.968;SN 2023IXF;BAA-VSS;STD;;;;1299086564;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.721359;11.099;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221073;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.721359;10.992;0.009;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220983;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.72178;11.115;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.964;SN 2023IXF;BAA-VSS;STD;;;;1299086565;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72228;11.125;0.003;V;SJJB;;ENSEMBLE;103;X28721BAT;M101_SN 2023IXF_VPHOT_JJSANBORN|CMAGINS=-7.274|CREFMAG=12.480|ENSTYPE=1|KMAG=10.420|KMAGINS=-9.333|KREFERR=0.039|KREFMAG=10.277|VMAGINS=-8.629;0;1.058;Z;;10.420;SN 2023IXF;AAVSO;STD;;;;1299093152;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.72258;11.104;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.961;SN 2023IXF;BAA-VSS;STD;;;;1299086566;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72338;11.105;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.956;SN 2023IXF;BAA-VSS;STD;;;;1299086567;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.723565;11.213;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.418;;SN 2023IXF;RASC;STD;;;;1299173166;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.72418;11.076;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.918;SN 2023IXF;BAA-VSS;STD;;;;1299086568;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.724654;11.104;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221074;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.724654;11.006;0.009;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220984;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.72472;10.956;0.003;R;SJJB;;ENSEMBLE;113;X28721BCB;M101_SN2023IXF_RPHOT_JJSANBORN|CMAGINS=-7.006|CREFMAG=12.216|ENSTYPE=1|KMAG=10.966|KMAGINS=-8.256|KREFERR=0.042|KREFMAG=10.886|VMAGINS=-8.266;0;1.059;Z;;10.966;SN 2023IXF;AAVSO;STD;;;;1299093175;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.72498;11.117;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.993;SN 2023IXF;BAA-VSS;STD;;;;1299086569;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72515;11.196;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.431;;SN 2023IXF;RASC;STD;;;;1299173167;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.72578;11.058;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.932;SN 2023IXF;BAA-VSS;STD;;;;1299086570;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72658;11.099;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.968;SN 2023IXF;BAA-VSS;STD;;;;1299086571;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.726748;11.217;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.412;;SN 2023IXF;RASC;STD;;;;1299173168;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.72688;11.105;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.131;Z;;11.982;SN 2023IXF;AAVSO;STD;;;;1299082390;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.72738;11.087;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.956;SN 2023IXF;BAA-VSS;STD;;;;1299086572;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72785;11.221;0.004;B;SJJB;;ENSEMBLE;103;X28721AZE;M101_SN2023IXF_BPHOT_JJSANBORN|CMAGINS=-6.162|CREFMAG=12.354|ENSTYPE=1|KMAG=10.832|KMAGINS=-7.684|KREFERR=0.062|KREFMAG=10.810|VMAGINS=-7.295;0;1.060;Z;;10.832;SN 2023IXF;AAVSO;STD;;;;1299093133;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.72796;11.125;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.133;Z;;12.003;SN 2023IXF;AAVSO;STD;;;;1299082391;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.728062;11.105;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221075;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.728062;10.983;0.008;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220985;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.72818;11.072;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.960;SN 2023IXF;BAA-VSS;STD;;;;1299086573;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.728333;11.227;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.415;;SN 2023IXF;RASC;STD;;;;1299173169;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.72898;11.067;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.951;SN 2023IXF;BAA-VSS;STD;;;;1299086574;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.72904;11.097;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.135;Z;;11.982;SN 2023IXF;AAVSO;STD;;;;1299082392;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.72978;11.103;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.073;Z;12.319;11.961;SN 2023IXF;BAA-VSS;STD;;;;1299086575;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.729919;11.215;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.421;;SN 2023IXF;RASC;STD;;;;1299173170;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.73011;11.108;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.137;Z;;11.991;SN 2023IXF;AAVSO;STD;;;;1299082393;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73058;11.062;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.073;Z;12.319;11.926;SN 2023IXF;BAA-VSS;STD;;;;1299086576;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.73118;11.107;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.140;Z;;11.988;SN 2023IXF;AAVSO;STD;;;;1299082394;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73138;11.067;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.073;Z;12.319;11.924;SN 2023IXF;BAA-VSS;STD;;;;1299086577;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.731387;11.107;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221076;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.731387;10.991;0.008;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220986;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.731505;11.201;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.444;;SN 2023IXF;RASC;STD;;;;1299173171;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.73218;11.081;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.074;Z;12.319;11.925;SN 2023IXF;BAA-VSS;STD;;;;1299086578;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.73226;11.130;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.142;Z;;12.000;SN 2023IXF;AAVSO;STD;;;;1299082395;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73288;11.119;0.003;V;SJJB;;ENSEMBLE;103;X28721BAT;M101_SN 2023IXF_VPHOT_JJSANBORN|CMAGINS=-7.253|CREFMAG=12.480|ENSTYPE=1|KMAG=10.452|KMAGINS=-9.280|KREFERR=0.039|KREFMAG=10.277|VMAGINS=-8.613;0;1.062;Z;;10.452;SN 2023IXF;AAVSO;STD;;;;1299093153;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.73298;11.074;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.074;Z;12.319;11.921;SN 2023IXF;BAA-VSS;STD;;;;1299086579;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.73309;11.231;0.015;CV;BQE;;119;;X28729HW;;0;;Z;13.409;;SN 2023IXF;RASC;STD;;;;1299173172;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.73334;11.114;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.144;Z;;11.997;SN 2023IXF;AAVSO;STD;;;;1299082396;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73378;11.097;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.074;Z;12.319;11.961;SN 2023IXF;BAA-VSS;STD;;;;1299086580;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.73441;11.114;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.146;Z;;11.996;SN 2023IXF;AAVSO;STD;;;;1299082397;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73458;11.079;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.075;Z;12.319;11.923;SN 2023IXF;BAA-VSS;STD;;;;1299086581;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.734671;11.102;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221077;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.734671;10.995;0.008;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220987;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.734676;11.232;0.038;CV;BQE;;119;;X28729HW;;0;;Z;13.400;;SN 2023IXF;RASC;STD;;;;1299173173;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.73532;10.954;0.003;R;SJJB;;ENSEMBLE;113;X28721BCB;M101_SN2023IXF_RPHOT_JJSANBORN|CMAGINS=-6.987|CREFMAG=12.216|ENSTYPE=1|KMAG=10.953|KMAGINS=-8.249|KREFERR=0.042|KREFMAG=10.886|VMAGINS=-8.248;0;1.063;Z;;10.953;SN 2023IXF;AAVSO;STD;;;;1299093176;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.73538;11.075;0.050;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.075;Z;12.319;11.906;SN 2023IXF;BAA-VSS;STD;;;;1299086582;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460093.73549;11.112;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.149;Z;;11.990;SN 2023IXF;AAVSO;STD;;;;1299082398;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.736262;11.249;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.418;;SN 2023IXF;RASC;STD;;;;1299173174;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.73656;11.117;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.151;Z;;11.999;SN 2023IXF;AAVSO;STD;;;;1299082399;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.73763;11.111;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.154;Z;;11.994;SN 2023IXF;AAVSO;STD;;;;1299082400;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.737859;11.241;0.007;CV;BQE;;119;;X28729HW;;0;;Z;13.423;;SN 2023IXF;RASC;STD;;;;1299173175;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
2460093.738057;11.107;0.002;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300221078;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.738057;10.967;0.009;R;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;1.1;Z;;;SN 2023IXF;AAVSO;STD;;;;1300220988;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460093.73846;11.210;0.004;B;SJJB;;ENSEMBLE;103;X28721AZE;M101_SN2023IXF_BPHOT_JJSANBORN|CMAGINS=-6.144|CREFMAG=12.354|ENSTYPE=1|KMAG=10.842|KMAGINS=-7.656|KREFERR=0.062|KREFMAG=10.810|VMAGINS=-7.288;0;1.065;Z;;10.842;SN 2023IXF;AAVSO;STD;;;;1299093134;0;CCD;VPHOT 4.0.34;Sanborn, Jason;US
2460093.73871;11.105;0.0074;V;PJEE;;ENSEMBLE;000-BKD-528;140338.6+541843;ENSEMBLE OF GAIA DR3 STARS, TRANSFORMED TO JOHNSON-V. MAX(STDEV:2/SNR) USED FOR MERR.;0;1.156;Z;;11.987;SN 2023IXF;AAVSO;STD;;;;1299082401;0;CCD;ASTAP PHOTOMETRY VERSION 1.0.2;Philpot, Jerry;US
2460093.739433;11.281;0.037;CV;BQE;;119;;X28729HW;;0;;Z;13.363;;SN 2023IXF;RASC;STD;;;;1299173176;0;CCD;MAXIM DL VERSION 6.13;Briggs, Thomas;US
