JD;mag;uncert;band;by;comCode;compStar1;compStar2;charts;comment;transformed;airmass;val;cmag;kmag;starName;obsAffil;mtype;adsRef;digitizer;credit;obsID;fainterThan;obsType;software;obsName;obsCountry
2460085.70744;11.922;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.682|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.732|KREFERR=0.040|KREFMAG=11.735|KX=1.0897|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.605|VX=1.0903;1;1.037;Z;-5.682;11.754;SN 2023IXF;AAVSO;STD;;;;1299023526;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.70763;11.828;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.077;Z;12.319;11.932;SN 2023IXF;BAA-VSS;STD;;;;1299040185;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.70833;12.2;;Vis.;BJOD;B;119;12.3;X2870AGA;;;;Z;;;SN 2023ixf;;;;;;1299024032;0;Visual;;Barentine, John;US
2460085.70860;11.923;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.076;Z;12.319;11.969;SN 2023IXF;BAA-VSS;STD;;;;1299040186;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.70973;11.996;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.753|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.619|KREFERR=0.054|KREFMAG=11.006|KX=1.0935|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.723|VX=1.0941;1;1.039;Z;-5.753;11.093;SN 2023IXF;AAVSO;STD;;;;1299023515;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.711306;11.950;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034533;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.71131;11.882;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.075;Z;12.319;11.942;SN 2023IXF;BAA-VSS;STD;;;;1299040187;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71203;11.665;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.806|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.933|KREFERR=0.057|KREFMAG=12.268|KX=1.0975|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.420|VX=1.0981;1;1.040;Z;-4.806;12.334;SN 2023IXF;AAVSO;STD;;;;1299023506;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.71228;11.946;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.075;Z;12.319;11.932;SN 2023IXF;BAA-VSS;STD;;;;1299040188;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71325;11.880;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.074;Z;12.319;11.920;SN 2023IXF;BAA-VSS;STD;;;;1299040189;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71422;11.910;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.074;Z;12.319;11.919;SN 2023IXF;BAA-VSS;STD;;;;1299040190;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71503;11.918;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.681|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.729|KREFERR=0.040|KREFMAG=11.735|KX=1.1029|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.608|VX=1.1035;1;1.043;Z;-5.681;11.756;SN 2023IXF;AAVSO;STD;;;;1299023527;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.71519;11.918;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.073;Z;12.319;11.955;SN 2023IXF;BAA-VSS;STD;;;;1299040191;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71616;11.871;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.073;Z;12.319;11.942;SN 2023IXF;BAA-VSS;STD;;;;1299040192;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71714;11.896;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.948;SN 2023IXF;BAA-VSS;STD;;;;1299040193;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71735;11.976;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.739|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.615|KREFERR=0.054|KREFMAG=11.006|KX=1.1072|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.728|VX=1.1078;1;1.045;Z;-5.739;11.084;SN 2023IXF;AAVSO;STD;;;;1299023516;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.71811;11.900;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.901;SN 2023IXF;BAA-VSS;STD;;;;1299040194;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.718495;11.946;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034534;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.71908;11.865;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.072;Z;12.319;11.923;SN 2023IXF;BAA-VSS;STD;;;;1299040195;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.71965;11.656;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.802|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.928|KREFERR=0.057|KREFMAG=12.268|KX=1.1116|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.425|VX=1.1122;1;1.047;Z;-4.802;12.335;SN 2023IXF;AAVSO;STD;;;;1299023507;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.72005;11.847;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.916;SN 2023IXF;BAA-VSS;STD;;;;1299040196;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72102;11.900;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.969;SN 2023IXF;BAA-VSS;STD;;;;1299040197;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72199;11.895;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.927;SN 2023IXF;BAA-VSS;STD;;;;1299040198;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72264;11.911;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.673|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.726|KREFERR=0.040|KREFMAG=11.735|KX=1.1175|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.607|VX=1.1181;1;1.050;Z;-5.673;11.751;SN 2023IXF;AAVSO;STD;;;;1299023528;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.72297;11.904;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.071;Z;12.319;11.926;SN 2023IXF;BAA-VSS;STD;;;;1299040199;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72394;11.913;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;11.969;SN 2023IXF;BAA-VSS;STD;;;;1299040200;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72491;11.930;0.053;V;SFOA;;000-BKD-578;000-BKD-528;X28720EF;;0;1.070;Z;12.319;12.022;SN 2023IXF;BAA-VSS;STD;;;;1299040201;0;CCD;ASTROIMAGEJ WITH VSS PHOTOMETRY SPREADSHEET 2.10;Sims, Forrest;US
2460085.72494;11.970;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.775|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.654|KREFERR=0.054|KREFMAG=11.006|KX=1.1222|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.770|VX=1.1228;1;1.052;Z;-5.775;11.081;SN 2023IXF;AAVSO;STD;;;;1299023517;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.725815;11.939;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034535;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.72725;11.663;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.799|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.911|KREFERR=0.057|KREFMAG=12.268|KX=1.1271|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.417|VX=1.1276;1;1.054;Z;-4.799;12.348;SN 2023IXF;AAVSO;STD;;;;1299023508;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.73023;11.908;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.659|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.707|KREFERR=0.040|KREFMAG=11.735|KX=1.1335|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.596|VX=1.1341;1;1.058;Z;-5.659;11.755;SN 2023IXF;AAVSO;STD;;;;1299023529;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.73104;11.650;0.001;B;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X240SEC BESSEL B |CMAGINS=-4.795|CREFMAG=14.461|ENSTYPE=1|KMAGINS=-6.915|KREFERR=0.057|KREFMAG=12.268|KX=1.1353|TAVER=2.53|TB_BV=0.2000|TB_BVERR=0.0210|VERR=0.001|VMAGINS=-7.424|VX=1.1359;1;1.058;Z;-4.795;12.341;SN 2023IXF;AAVSO;STD;;;;1299023509;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.73252;11.966;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.748|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.622|KREFERR=0.054|KREFMAG=11.006|KX=1.1386|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.747|VX=1.1392;1;1.060;Z;-5.748;11.086;SN 2023IXF;AAVSO;STD;;;;1299023518;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.732954;11.934;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034536;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.73703;11.702;0.002;B;HBB;;000-BKD-528;000-BKD-578;X28720YE;BOXED X 4 ERR = STOM(MAG) |CREFERR=0.068|CREFMAG=12.572|CX=1.2084|KREFERR=0.075|KREFMAG=13.057|KX=1.2080|TAVER=2.53|TB_BV=0.1370|TB_BVERR=0.0110|VERR=0.002|VMAGINS=15.616|VX=1.2095;1;1.210;Z;16.373;16.820;SN 2023IXF;AAVSO;STD;;;;1299034417;0;CCD;MAXIM DL VERSION 6.30;Harris, Barbara;US
2460085.73782;11.905;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.659|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.705|KREFERR=0.040|KREFMAG=11.735|KX=1.1510|TAVER=2.53|TV_BV=-0.0450|TV_BVERR=0.0120|VERR=0.002|VMAGINS=-7.599|VX=1.1515;1;1.067;Z;-5.659;11.758;SN 2023IXF;AAVSO;STD;;;;1299023530;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.73825;11.900;0.004;V;HBB;;000-BKD-528;000-BKD-578;X28720YE;BOXED X 4 ERR = STOM(MAG) |CREFERR=0.047|CREFMAG=11.948|CX=1.2114|KREFERR=0.047|KREFMAG=12.319|KX=1.2111|TAVER=2.53|TV_BV=-0.0480|TV_BVERR=0.0080|VERR=0.004|VMAGINS=15.468|VX=1.2126;1;1.210;Z;15.555;15.923;SN 2023IXF;AAVSO;STD;;;;1299034419;0;CCD;MAXIM DL VERSION 6.30;Harris, Barbara;US
2460085.73927;11.861;0.007;R;HBB;;000-BKD-528;000-BKD-578;X28720YE;BOXED X 4 ERR = STOM(MAG) |CREFERR=0.056|CREFMAG=11.528|CX=1.2140|KREFERR=0.055|KREFMAG=11.911|KX=1.2136|TAVER=2.53|TVR=1.0130|TVRERR=0.0270|VERR=0.004|VMAGINS=15.674|VX=1.2152;1;1.210;Z;15.385;15.728;SN 2023IXF;AAVSO;STD;;;;1299034418;0;CCD;MAXIM DL VERSION 6.30;Harris, Barbara;US
2460085.74012;11.962;0.002;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.774|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.645|KREFERR=0.054|KREFMAG=11.006|KX=1.1566|TAVER=2.53|TI_VI=-0.0060|TI_VIERR=0.0110|VERR=0.002|VMAGINS=-6.777|VX=1.1571;1;1.070;Z;-5.774;11.089;SN 2023IXF;AAVSO;STD;;;;1299023519;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.74162;11.908;0.002;V;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SEC BESSEL V |CMAGINS=-5.669|CREFMAG=13.804|ENSTYPE=1|KMAGINS=-7.714|KREFERR=0.040|KREFMAG=11.735|KX=1.1603|TAVER=2.53|TV_VI=-0.0530|TV_VIERR=0.0120|VERR=0.002|VMAGINS=-7.612|VX=1.1608;1;1.072;Z;-5.669;11.758;SN 2023IXF;AAVSO;STD;;;;1299023531;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.742759;11.927;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034537;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.74391;11.957;0.003;I;TRE;;ENSEMBLE;000-BKD-527;X28719ZX;AVG 3X180SECONDS BESSEL I |CMAGINS=-5.760|CREFMAG=12.960|ENSTYPE=1|KMAGINS=-7.631|KREFERR=0.054|KREFMAG=11.006|KX=1.1661|TAVER=2.53|TVI=0.9550|TVIERR=0.0220|VERR=0.002|VMAGINS=-6.768|VX=1.1666;1;1.075;Z;-5.760;11.089;SN 2023IXF;AAVSO;STD;;;;1299023520;0;CCD;VPHOT 4.0.34;Tomlin, Ray;US
2460085.750340;11.921;0.014;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034538;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.757554;11.911;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034539;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.764729;11.907;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034540;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.772017;11.899;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034541;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.77639;11.65;;Vis.;HLAA;U;117;119;X28720PE;"12"" f/5.";;;Z;;;SN 2023ixf;AAVSO;;;;;1299021262;0;Visual;;Herrington, Lauren;US
2460085.779542;11.895;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034542;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.789332;11.893;0.014;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034543;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.796641;11.886;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034544;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.803840;11.881;0.014;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034545;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.810999;11.876;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034546;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.818285;11.863;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034547;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.826009;11.862;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034548;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.835231;11.862;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034549;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.841597;11.862;0.041;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034550;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.858342;11.846;0.020;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034551;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.866655;11.835;0.017;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034552;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.874171;11.831;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034553;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.875;11.75;;Vis.;HSCC;;119;117;X28720X;150x in a 10-inch SCT;;;Z;;;SN 2023IXF;AAVSO;;;;;1299024527;0;Visual;;Harrington, Scott;US
2460085.880721;11.827;0.017;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034554;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.888637;11.821;0.015;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034555;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.895957;11.815;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034556;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.905419;11.809;0.017;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034557;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.912855;11.806;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034558;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.920004;11.807;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034559;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.928971;11.799;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034560;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.937193;11.794;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034561;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.944235;11.790;0.016;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034562;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.951562;11.788;0.017;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034563;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.959344;11.784;0.017;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034564;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.966315;11.779;0.020;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034565;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
2460085.973139;11.783;0.064;V;TNBA;;NA;;K;OSC (RGB) TRANSFORMED TO JOHNSON-COUSINS. ABSOLUTE UNCERTAINTY ~.05. RELATIVE UNCERTAINTIES ARE AS REPORTED.;1;;Z;;;SN 2023IXF;AAVSO;STD;;;;1299034566;0;CCD;MATLAB VERSION R2022A;Thomas, Neil;US
